TIPO;NOME;DIRETORIA;DEPENDENCIA ADMINISTRATIVA;CEU;ENDERECO;NUMERO;BAIRRO;CEP;TEL1;TEL2;SITUACAO;DISTRITO;LATITUDE;LONGITUDE;CIDADE;ESTADO;DDD;EMAIL;COMPLEMENTO
0;JOAQUIM DA SILVEIRA SANTOS PROFESSOR EMEIF;SAO ROQUE;MUNICIPAL;;ESTRADA JOSE SILVESTRE ROCHA;505;JUCA ROCHA;18130970;47140280;47145938;;SAO ROQUE;;;SAO ROQUE;SP;11;EMEFJOAQUIM@SAOROQUE.SP.GOV.BR;NULL
0;EUCLIDES DE OLIVEIRA PROFESSOR EMEF;SAO ROQUE;MUNICIPAL;;RUA AMARO GODINHO DA SILVA;1505;CANGUERA;18145042;47111038;NULL;;SAO ROQUE;;;SAO ROQUE;SP;11;EMEFEUCLIDES@SAOROQUE.SP.GOV.BR;CANGUERA - CENTRO
0;TETSU CHINONE EMEF;SAO ROQUE;MUNICIPAL;;RUA PAOLO SABATTINI;475;PAISAGEM COLONIAL;18136650;47121709;47124526;;SAO ROQUE;;;SAO ROQUE;SP;11;EMEFTETSU@SAOROQUE.SP.GOV.BR;RUA
0;MARIA APARECIDA DE OLIVEIRA RIBEIRO PROFESSORA EMEF;SAO ROQUE;MUNICIPAL;;CACAPAVA ;90;VILA NOVA SAO ROQUE;18131350;47122599;NULL;;SAO ROQUE;;;SAO ROQUE;SP;11;EMEFMAPARECIDA@SAOROQUE.SP.GOV.BR;RUA
0;TIBERIO JUSTO DA SILVA PROFESSOR EMEF;SAO ROQUE;MUNICIPAL;;RUA PROFESSORA CELIA ASSE JACOB;3;MAYLASKY;18143073;47141333;47145950;;SAO ROQUE;;;SAO ROQUE;SP;11;EMEFTIBERIOJUSTO@SAOROQUE.SP.GOV.BR;RUA
0;GAVINO VIRDES JORNALISTA EMEF;JABOTICABAL;MUNICIPAL;;RUA DOS IPES;495;CENTRO;14115000;39730022;NULL;;GUATAPARA;;;GUATAPARA;SP;16;EMEFGAVINO@HOTMAIL.COM;RUA
0;GUIOMAR APARECIDA MILUZZI DE OLIVEIRA PROFA EMEF;JABOTICABAL;MUNICIPAL;;RUA MAMORU HIRAKAWA;591;MOMBUCA;14115000;39730188;39730534;;GUATAPARA;;;GUATAPARA;SP;16;ESCOLAGUIOMAR2013@GMAIL.COM;RUA
0;JOAO JOSE FERIS PROF EM;SAO JOSE DO RIO PRETO;MUNICIPAL;;MARIA CERON VOLPE ;751;VILA TONINHO;15077020;32381221;NULL;;SAO JOSE DO RIO PRETO;;;SAO JOSE DO RIO PRETO;SP;17;JJFERIS@IG.COM.BR;RUA
0;RISCIERI BERTO PROF EM;SAO JOSE DO RIO PRETO;MUNICIPAL;;MARIO VALADAO FURQUIM DOUTOR;931;SOLO SAGRADO I;15044360;32366588;NULL;;SAO JOSE DO RIO PRETO;;;SAO JOSE DO RIO PRETO;SP;17;RISCIERIBERTO@IG.COM.BR;RUA
0;LYDIA SANFELICE PROFA EM;SAO JOSE DO RIO PRETO;MUNICIPAL;;LUCIANO LISO ;370;JARDIM BELA VISTA;15060290;32243690;32245011;;SAO JOSE DO RIO PRETO;;;SAO JOSE DO RIO PRETO;SP;17;LYDIASANFELICE@BOL.COM.BR;RUA
0;JOSE MARIA ROLLEMBERG SAMPAIO DR EM;SAO JOSE DO RIO PRETO;MUNICIPAL;;RUA HERMOGENES DE FARIA;4157;VILA SAO JORGE;15040170;32368428;NULL;;SAO JOSE DO RIO PRETO;;;SAO JOSE DO RIO PRETO;SP;17;ROLLEMBERG.MEDU@GMAIL.COM;AVENIDA
0;HEITOR SOARES EMEB;MOGI MIRIM;MUNICIPAL;;RAYMUNDO MARIM ;184;CONJUNTO HABITACIONAL GENERAL EUCLIDES FIGUEIREDO;13971148;38634878;NULL;;ITAPIRA;;;ITAPIRA;SP;19;HEITSOA@GMAIL.COM;RUA
0;VIRGOLINO DE OLIVEIRA COMENDADOR EMEB;MOGI MIRIM;MUNICIPAL;;RUA PROF AYLTON BRANDAO;30;VILA IZAURA;13970970;38634300;NULL;;ITAPIRA;;;ITAPIRA;SP;19; EMEBVO@GMAIL.COM;NULL
0;WILMA DE TOLEDO BARROS MUNHOZ PROFA EMEB;MOGI MIRIM;MUNICIPAL;;ANGELO MALANDRIN ;110;JARDIM PARAISO;13973465;38634938;NULL;;ITAPIRA;;;ITAPIRA;SP;19;EMEBWILMAMUNHOZ@GMAIL.COM;RUA
0;GILMERY VASCONCELLOS PEREIRA ULBRICHT PROFA EMEB;MOGI MIRIM;MUNICIPAL;;AVENIDA MANUEL DE FREITAS FILHO;81;ANTONIO ASSAD ALCICI;13976298;38634805;NULL;;ITAPIRA;;;ITAPIRA;SP;19;ESCOLAGILMERY@GMAIL.COM;RUA
0;JOAQUIM VIEIRA EMEB;MOGI MIRIM;MUNICIPAL;;RUA EUGENIA CARMEM MOISES;SN;VILA ELEUTERIO;13988000;38434476;NULL;;ITAPIRA;;;ITAPIRA;SP;19;EMEBJOAQUIMVIEIRA40@GMAIL.COM;RUA
0;IZAURA DA SILVA VIEIRA DONA EMEB;MOGI MIRIM;MUNICIPAL;;FRANCISCO VIEIRA CORONEL;143;CUBATAO;13972375;38631282;NULL;;ITAPIRA;;;ITAPIRA;SP;19;EMEFIZAURA@YAHOO.COM.BR;RUA
0;JOAO SIMOES PROF EMEB;MOGI MIRIM;MUNICIPAL;;RUA ELVIRA VESCO PALOMO;140;PARQUE SAO LUCAS;13976145;38631308;NULL;;ITAPIRA;;;ITAPIRA;SP;19;EMEB.PJS@GMAIL.COM;RUA
0;SEBASTIAO RIBOLDI GUERREIRO EMEB;MOGI MIRIM;MUNICIPAL;;RUA NOEMIA MIRANDA FERREIRA;55;PONTE NOVA;13970070;38436888;NULL;;ITAPIRA;;;ITAPIRA;SP;19;EMEFPONTENOVA@IG.COM.BR;AVENIDA
0;JOSE BATISTA DE LIMA CEL EMEF;SAO JOSE DO RIO PRETO;MUNICIPAL;;AVENIDA ABRAHAO JOSE DE LIMA;539;CENTRO;15110000;32670236;32671360;;GUAPIACU;;;GUAPIACU;SP;17;CELJBL@NETONE.COM.BR;RUA
0;ANTONIO JOSINO DE ANDRADE PROF EMEF;SAO JOAQUIM DA BARRA;MUNICIPAL;;RUA JOVINA TRAJANO BORGES;520;JARDIM MODELO;14500000;37292544;NULL;;ITUVERAVA;;;ITUVERAVA;SP;16;EMEFJOSINO@HOTMAIL.COM;RUA
0;FABIANO ALVES DE FREITAS EMEF;SAO JOAQUIM DA BARRA;MUNICIPAL;;RUA CORONEL AUGUSTO BARBOSA;96;CENTRO;14500000;37292545;38393694;;ITUVERAVA;;;ITUVERAVA;SP;16;ESCOLAFABIANOALVESDEFREITAS@HOTMAIL.COM;PREDIO
0;ROSA DE LIMA PROFA EMEF;SAO JOAQUIM DA BARRA;MUNICIPAL;;RUA CAPITAO EUCLIDES BARBOSA LIMA;613;PARQUE SAO DOMINGOS;14500000;37292575;NULL;;ITUVERAVA;;;ITUVERAVA;SP;16;ESCOLAROSADELIMA@HOTMAIL.COM;RUA
0;MARIA BARBOSA PROFA EMEF;SAO JOAQUIM DA BARRA;MUNICIPAL;;RUA JOAQUIM FRANCISCO MENEZES;565;VILA CELINA;14500000;38399155;NULL;;ITUVERAVA;;;ITUVERAVA;SP;16;ESCOLAMARIABARBOSA@HOTMAIL.COM;RUA
0;JARDIM GUANABARA EMEF;SAO JOAQUIM DA BARRA;MUNICIPAL;;RUA CHAFIA SAAD ABDALLA;45;JARDIM GUANABARA;14500000;38396320;NULL;;ITUVERAVA;;;ITUVERAVA;SP;16;EMEFGUANABARA@HOTMAIL.COM;RUA
0;EMEB CONSTÂNCIO JOÃO DA COSTA;ARACATUBA;MUNICIPAL;;RUA PAPA JOAO XXIII;338;CENTRO;16130000;36391126;NULL;;STO ANTONIO DO ARACANGUA;;;SANTO ANTONIO DO ARACANGUA;SP;18;CONSTANCIOJCOSTA@OUTLOOK.COM;RUA
0;ARNALDO PAULINI PROFESSOR EMEIF;ARACATUBA;MUNICIPAL;;RUA LUIZ DELLA BIANCA;264;MAJOR PRADO;16130000;36398305;NULL;;STO ANTONIO DO ARACANGUA;;;SANTO ANTONIO DO ARACANGUA;SP;18;ARNALDOPAULINI@HOTMAIL.COM;RUA
0;MARIA JOSE DE JESUS COSTA EMEF;ARACATUBA;MUNICIPAL;;AVENIDA  SIMONE MARASCA CHIBENI;526;VICENTINOPOLIS;16140000;36041236;NULL;;STO ANTONIO DO ARACANGUA;;;SANTO ANTONIO DO ARACANGUA;SP;18;EMEFMARIAJJC@BOL.COM.BR;RUA
0;FARID SALOMAO EM;FRANCA;MUNICIPAL;;RUA MARECHAL DEODORO;786;CENTRO;14445000;37491018;37491492;;RIBEIRAO CORRENTE;;;RIBEIRAO CORRENTE;SP;16;EMFARID@NETSITE.COM.BR;RUA
0;MARIA GAZOT TALARICO EMEI;BIRIGUI;MUNICIPAL;;RUA RONILSEY REQUENA;125;CENTRO;16220000;36021122;36029022;;GABRIEL MONTEIRO;;;GABRIEL MONTEIRO;SP;18;EMEIFMARIAGAZOT@IG.COM.BR;NULL
0;MARIA CONCEICAO DE SOUZA EMEF;PENAPOLIS;MUNICIPAL;;RUA SANTA CATARINA;152;CENTRO;16250000;36581133;36581348;;CLEMENTINA;;;CLEMENTINA;SP;18;EMEF@CLEMENTINA.SP.GOV.BR;RUA
0;ADALGISA PEREIRA PRADO PROFA EM;SAO JOSE DO RIO PRETO;MUNICIPAL;;RUA JACINTO RUIZ GARCIA;651;CENTRO;15440000;32625010;NULL;;NOVA GRANADA;;;NOVA GRANADA;SP;17;ESCOLAPROFADALGISA@GMAIL.COM;AVENIDA
0;MADALENA DE ALMEIDA CAIS EM;SAO JOSE DO RIO PRETO;MUNICIPAL;;RUA JULIO FRAZON;SN;ESTACAO;15440000;32612220;32612677;;NOVA GRANADA;;;NOVA GRANADA;SP;17;MADALENA@GRANADANET.COM.BR;AVENIDA
0;LILIA VIANA DE ALMEIDA EMEF;REGISTRO;MUNICIPAL;;RUA PREFEITO ANTONIO FERREIRA BARBOSA;191;VILA NOVA ESPERANCA;11960000;38711835;38711848;;ELDORADO;;;ELDORADO;SP;13;ESCOLALILIA@YAHOO.COM.BR;PREDIO
0;DOMINGUES DA SILVA EM;TAQUARITINGA;MUNICIPAL;;RUA VISCONDE DO RIO BRANCO;719;CENTRO;15900000;32522722;NULL;;TAQUARITINGA;;;TAQUARITINGA;SP;16;EMEBDOMINGUESDASILVA@HOTMAIL.COM;PRACA
0;AMANDO DE CASTRO LIMA PROFESSOR EM;TAQUARITINGA;MUNICIPAL;;RUA SAO JOSE;365;CENTRO;15900000;32522833;32524789;;TAQUARITINGA;;;TAQUARITINGA;SP;16;ESCOLAAMANDO@HOTMAIL.COM;PRACA
0;JERSSEY DE PAULA FERREIRA RAMALHO PROFESSORA EM;TAQUARITINGA;MUNICIPAL;;RUA ALZIRA FERRAZ VERISSIMO;3;VILA SARGI;15900000;32525464;32526933;;TAQUARITINGA;;;TAQUARITINGA;SP;16;A.JERSEY@HOTMAIL.COM;PRACA
0;MINEO ROSSI PROFESSOR EM;TAQUARITINGA;MUNICIPAL;;RUA GABRIEL TEIXEIRA PAULA;243;VILA SAO SEBASTIAO;15900000;32523970;32524011;;TAQUARITINGA;;;TAQUARITINGA;SP;16;EM.MINEO@HOTMAIL.COM;PRACA
0;JANAINA AGOSTINHO OLIVEIRA EM;TABOAO DA SERRA;MUNICIPAL;;AVENIDA AUSTRALIA;32;JARDIM MIMAS;6807520;47043030;NULL;;EMBU DAS ARTES;;;EMBU DAS ARTES;SP;11;NULL;AVENIDA
0;MAURO FERREIRA DA SILVA PROF EM;TABOAO DA SERRA;MUNICIPAL;;ESTRADA PROFESSOR CANDIDO MOTTA FILHO;1071;JARDIM SILVIA;6804220;47046952;NULL;;EMBU DAS ARTES;;;EMBU DAS ARTES;SP;11;NULL;ESTRADA
0;MARIA JOSEFINA DE ALMEIDA CARVALHO AZTECA EM;TABOAO DA SERRA;MUNICIPAL;;RUA HENFIL HENRIQUE DE SOUZA FILHO;30;JARDIM TAIMA;6823460;42030496;47824999;;EMBU DAS ARTES;;;EMBU DAS ARTES;SP;11;NULL;RUA
0;IODOQUE ROSA DR EM;TABOAO DA SERRA;MUNICIPAL;;POMBAL MARQUES;55;ENGENHO VELHO;6843370;47044415;NULL;;EMBU DAS ARTES;;;EMBU DAS ARTES;SP;11;NULL;RUA
0;AMILTON SUGA GALLEGO PROF EM;TABOAO DA SERRA;MUNICIPAL;;CAETANO SAO;192;JARDIM VALO VERDE;6815300;47823303;NULL;;EMBU DAS ARTES;;;EMBU DAS ARTES;SP;11;NULL;RUA
0;ANTONIA AUGUSTA DELPHINA MORAES PROFA EM;TABOAO DA SERRA;MUNICIPAL;;ANA MARIA ;150;JARDIM SANTO EDUARDO;6823150;47824682;NULL;;EMBU DAS ARTES;;;EMBU DAS ARTES;SP;11;NULL;RUA
0;ASTROGILDA DE ABREU SEVILHA PROFA EM;TABOAO DA SERRA;MUNICIPAL;;RUA SAO RAFAEL;59;PARQUE JANE;6807310;47043821;NULL;;EMBU DAS ARTES;;;EMBU DAS ARTES;SP;11;NULL;RUA
0;JOSE RAMOS JORNALISTA EM;TABOAO DA SERRA;MUNICIPAL;;AVENIDA SANTA TEREZA;2;JARDIM SANTA TEREZA;6813400;47833705;982054411;;EMBU DAS ARTES;;;EMBU DAS ARTES;SP;11;JORNALISTAJRAMOS@GMAIL.COM;AVENIDA
0;VALDELICE APARECIDA MEDEIROS PRASS PROFA EM;TABOAO DA SERRA;MUNICIPAL;;JOACABA ;40;PARQUE PIRAJUSSARA;6815210;47833100;NULL;;EMBU DAS ARTES;;;EMBU DAS ARTES;SP;11;EMVALDELICE@YAHOO.COM.BR;RUA
0;VILLA LOBOS EM;TABOAO DA SERRA;MUNICIPAL;;PEROBA ;90;JARDIM SANTA RITA;6824410;47824814;NULL;;EMBU DAS ARTES;;;EMBU DAS ARTES;SP;11;NULL;RUA
0;BENEDITO ROCHA ESCOLA MUNICIPAL;SAO ROQUE;MUNICIPAL;;ALAMEDA ANGELICA;90;PARQUE RUTH MARIA;6730000;41585240;NULL;;VARGEM GRANDE PAULISTA;;;VARGEM GRANDE PAULISTA;SP;11;EMBENEDITOROCHA@OUTLOOK.COM;RUA
0;JOAO CAMARGO RIBEIRO ESCOLA MUNICIPAL;SAO ROQUE;MUNICIPAL;;AVENIDA DOS INDUSTRIAIS;720;JARDIM EUROPA;6730000;41582195;NULL;;VARGEM GRANDE PAULISTA;;;VARGEM GRANDE PAULISTA;SP;11;ESCOLAJOAOCAMARGORIBEIRO@GMAIL.COM;RUA
0;EUGENIA MARIA DA SILVEIRA CRECHE;VOTORANTIM;MUNICIPAL;;RUA ANISIO PEREIRA DO NASCIMENTO;109;JARDIM TATIANA;18119195;32431847;NULL;;VOTORANTIM;;;VOTORANTIM;SP;15;CMEIEUGENIAMARIA@GMAIL.COM;RUA
0;MARIA JOSE LEAO REGO GONCALVES EMEIEF;ASSIS;MUNICIPAL;;RUA MARIA DO ROSARIO SOARES;67;VILA VOLGA;19970000;33514221;NULL;;PALMITAL;;;PALMITAL;SP;18;ESCOLAZEZELEAO@PALMITAL.SP.GOV.BR;AVENIDA
0;EMEF DAYLA CRISTINA SOUZA DE AMORIM;SUMARE;MUNICIPAL;;RUA SALVADOR;500;JARDIM SANTIAGO;13185000;38450104;38456111;;HORTOLANDIA;;;HORTOLANDIA;SP;19;EMEFSANTIAGO@HORTOLANDIA.SP.GOV.BR;RUA
0;PATRICIA MARIA CAPELLATO BASSO PROFESSORA EMEF;SUMARE;MUNICIPAL;;RUA LIRIO DO CAMPO;155;RESIDENCIAL  SAO SEBASTIAO;13187170;38652874;38971713;;HORTOLANDIA;;;HORTOLANDIA;SP;19;EMEFPATRICIACAPELATO@HORTOLANDIA.SP.GOV.BR;RUA
0;JARDIM BOA ESPERANCA JOSE ROQUE DE MOURA EMEF;SUMARE;MUNICIPAL;;RUA DO CANARIO;400;JARDIM BOA ESPERANCA;13183363;39099033;39099050;;HORTOLANDIA;;;HORTOLANDIA;SP;19;EMEFBOAESPERANCA@HORTOLANDIA.SP.GOV.BR;RUA
0;MARLECIENE PRISCILA PRESTA BONFIM PROFESSORA EMEF;SUMARE;MUNICIPAL;;RUA MARIA LOURDES CANGLERIANE CANCIAN;92;REMANSO CAMPINEIRO;13184554;38652844;38974175;;HORTOLANDIA;;;HORTOLANDIA;SP;19;EMEFREMANSO@HORTOLANDIA.SP.GOV.BR;RUA
0;RENATO DA COSTA LIMA EMEF;SUMARE;MUNICIPAL;;RUA SANTOS DUMONT;45;JARDIM AMANDA ;13188052;38971086;39099030;;HORTOLANDIA;;;HORTOLANDIA;SP;19;EMEFRENATO@HORTOLANDIA.SP.GOV.BR;RUA
0;JOSE CARLOS ARANTES PROF EM;JALES;MUNICIPAL;;RUA 6;1766;JARDIM BELA VISTA;15775000;36316098;NULL;;SANTA FE DO SUL;;;SANTA FE DO SUL;SP;17;EMJCA@SANTAFEDOSUL.SP.GOV.BR;RUA
0;APARECIDA CONTESSOTO PROFA EMEFEI;PRESIDENTE PRUDENTE;MUNICIPAL;;RUA JOSE FELIX;50;SAO SEBASTIAO;19570000;32791166;NULL;;REGENTE FEIJO;;;REGENTE FEIJO;SP;18;EMEFEIAPARECIDACONTESSOTO@GMAIL.COM;RUA
0;ARACY LEAL BERNARDI PROFA EMEFI;SAO CARLOS;MUNICIPAL;;RUA CECI;44;JARDIM NOVA ITIRAPINA;13530000;35751446;35751867;;ITIRAPINA;;;ITIRAPINA;SP;19;DIRECAO.ARACY@ITIRAPINA.SP.GOV.BR;AVENIDA
0;CECY APPARECIDA ROCHA DE AGUIAR PROFA EMEF;LIMEIRA;MUNICIPAL;;AVENIDA FRANCISCO VITTI;50;JARDIM DAS PAINEIRAS;13510000;35451497;NULL;;SANTA GERTRUDES;;;SANTA GERTRUDES;SP;19;ESCOLACECY@SANTAGERTRUDES.SP.GOV.BR;RUA
0;MATHEUS DE ANDRADE PEREIRA SANTOS EMEI;GUARATINGUETA;MUNICIPAL;;RUA DOUTOR OSCAR ALMEIDA MAIA;SN;FORMOSO;12830000;31171009;NULL;;SAO JOSE DO BARREIRO;;;SAO JOSE DO BARREIRO;SP;12;EMEIPEDROSENNE@BOL.COM.BR;RUA
0;DOSULINA CHENQUE CHAVES DE ANDRADE PROFA EMEF;SAO JOSE DOS CAMPOS;MUNICIPAL;;PICO DAS AGULHAS NEGRAS ;1594;JARDIM ALTOS DE SANTANA;12214000;39216448;NULL;;SAO JOSE DOS CAMPOS;;;SAO JOSE DOS CAMPOS;SP;12;EMEFDOSULINA@SJC.SP.GOV.BR;AVENIDA
0;GERALDO DE ALMEIDA PROF EMEF;SAO JOSE DOS CAMPOS;MUNICIPAL;;RUA CAMOMILA;100;CHACARAS POUSADA DO VALE;12226763;39292545;39294566;;SAO JOSE DOS CAMPOS;;;SAO JOSE DOS CAMPOS;SP;12;EMEFGERALDOALMEIDA@SJC.SP.GOV.BR;RUA
0;MARCOS ROGERIO DA ROSA EMEB;SAO BERNARDO DO CAMPO;MUNICIPAL;;ESTRADA DOS CASA;3681;JARDUM IPE;9840000;41096171;43516367;;SAO BERNARDO DO CAMPO;;;SAO BERNARDO DO CAMPO;SP;11;MARCOS.ROGERIO@SAOBERNARDO.SP.GOV.BR;ESTRADA
0;NEUSA MACELLARO CALLADO MORAES PROFA EMEB;SAO BERNARDO DO CAMPO;MUNICIPAL;;ANTONIO DE SOUZA LIMA PADRE;SN;ASSUNCAO;9810170;41098453;41098585;;SAO BERNARDO DO CAMPO;;;SAO BERNARDO DO CAMPO;SP;11;NEUSA.MACELLARO@SAOBERNARDO.SP.GOV.BR;RUA
0;ERMINIA PAGGI PROFESSORA EMEB;SAO BERNARDO DO CAMPO;MUNICIPAL;;MARISA PRADO ;166;NOVA PETROPOLIS;9780410;41271273;43358233;;SAO BERNARDO DO CAMPO;;;SAO BERNARDO DO CAMPO;SP;11;ERMINIA.PAGGI@SAOBERNARDO.SP.GOV.BR;RUA
0;ZILDA SOARES BALDI PROFESSORA EMEF;CATANDUVA;MUNICIPAL;;RUA MAYR CERQUEIRA;1382;COHAB II;15880000;35621109;35621966;;TABAPUA;;;TABAPUA;SP;17;ESCOLA_ZILDASOARES@HOTMAIL.COM;RUA
0;LUIZA SENO DE OLIVEIRA DONA EMEB;BARRETOS;MUNICIPAL;;TEODOMIRO JOAQUIM BITTENCOURT;425;JARDIM PAULISTA;15400000;32816297;NULL;;OLIMPIA;;;OLIMPIA;SP;17;EMEB.LUIZASENO@OLIMPIA.SP.GOV.BR;
0;MERCEDES IGNACIO CERVILHA EMEI;SAO JOAQUIM DA BARRA;MUNICIPAL;;RUA PARANA;200;CENTRO;14570000;37519109;37519126;;BURITIZAL;;;BURITIZAL;SP;16;EMEIMERCEDESIGNACIO@BURITIZAL.SP.GOV.BR;RUA
0;THEREZA MAGRI DO CARMO ESCOLA MUNICIPAL;JOSE BONIFACIO;MUNICIPAL;;PRACA ANDRE LOPES MONTEIRO;SN;JARDIM CENTENARIO;15170000;32721190;NULL;;TANABI;;;TANABI;SP;17;THEREZA.MAGRI@YAHOO.COM.BR;RUA
0;MARIA APARECIDA CAPUTTI BERALDO PROFESSORA EMEFM;SUMARE;MUNICIPAL;;ARAGARCAS ;SN;JARDIM PLANALTO;13145125;34749458;38741944;;PAULINIA;;;PAULINIA;SP;19;EMEF-CAPUTTI@PAULINIA.SP.GOV.BR;RUA
0;CARLOS BUENO PROF EMEF;ADAMANTINA;MUNICIPAL;;RUA BOTUCATU;351;VILA RANCHARIA;17780000;35510404;35513303;;LUCELIA;;;LUCELIA;SP;18;ESCOLACARLOSBUENO@BOL.COM.BR;RUA
0;PAULO FREIRE EMEF;AMERICANA;MUNICIPAL;;JALES ;61;PARQUE NOVO MUNDO;13467473;34081314;34625609;;AMERICANA;;;AMERICANA;SP;19;PAULOFREIRE.SEDUC@GMAIL.COM;RUA
0;SALIME ABDO PROFESSOR EMEF;AMERICANA;MUNICIPAL;;RUA DOS MOGNOS;336;JARDIM ALVORADA;13460000;34665991;34667234;;NOVA ODESSA;;;NOVA ODESSA;SP;19;EMEFSABDO@NOVAODESSA.SP.GOV.BR;RUA
0;MARIA AUGUSTA CANTO CAMARGO BILIA PROFESSORA EMEFEI;AMERICANA;MUNICIPAL;;AMIZADE ;3400;JARDIM ADELIA;13455082;34574830;NULL;;SANTA BARBARA D OESTE;;;SANTA BARBARA D'OESTE;SP;19;EMEFEI.MARIAAUGUSTA@SANTABARBARA.SP.GOV.BR;AVENIDA
0;EMEB ALBINO BRUNHARA;MOGI MIRIM;MUNICIPAL;;AVENIDA JOAO GEROSA;1050;SAO LUIZ;13930000;38422384;NULL;;SERRA NEGRA;;;SERRA NEGRA;SP;19;EMEIALBINOBRUNHARA@HOTMAIL.COM;PRACA
0;EMEB PROFA ARACY PATRICIO;MOGI MIRIM;MUNICIPAL;;RUA JOANA FRANCO SILVEIRA;175;REFUGIO SERRA;13930000;38422306;NULL;;SERRA NEGRA;;;SERRA NEGRA;SP;19;EMEB.ARACYPATRICIO@HOTMAIL.COM;PRACA
0;ARACY SODRE MARCHI PROFA EMEB;MOGI MIRIM;MUNICIPAL;;RUA ALCIDIO SALZANO;21;DAS POSSES;13930000;38422357;NULL;;SERRA NEGRA;;;SERRA NEGRA;SP;19;EMEBARACYSODREMARCHI@HOTMAIL.COM;PRACA
0;EMEB PROFA HAYDEE KRAENBUHL PADULA;MOGI MIRIM;MUNICIPAL;;AVENIDA SANTA CAROLINA;30;ALTO DAS PALMEIRAS;13930000;38422328;NULL;;SERRA NEGRA;;;SERRA NEGRA;SP;19;MARIAINESELLERO@BOL.COM.BR;PRACA
0;ANIRA FRANCO DE CAMPOS PROFA EMEF;MOGI MIRIM;MUNICIPAL;;EDUARDO MARCHIORI ;70;JARDIM ESPLANADA;13848383;38610429;38910834;;MOJI GUACU;;;MOGI GUACU;SP;19;EMEFANIRAFRANCO@HOTMAIL.COM;RUA
0;CLAUDINA DE OLIVEIRA RAMOS PROFA EMEF;MOGI MIRIM;MUNICIPAL;;RUA JOAQUIM RODRIGUES SILVA;555;CHACARA ALVORADA;13849602;38189141;38189193;;MOJI GUACU;;;MOGI GUACU;SP;19;EMEFCLAUDINADEOLIVEIRARAMOS@YAHOO.COM.BR;RUA
0;MARIA DIVA FRANCO DE OLIVEIRA PROFA EMEF;MOGI MIRIM;MUNICIPAL;;RUA ANTONIO PATARO, 780;SN;JD ROSA CRUZ;13844080;38183508;38910552;;MOJI GUACU;;;MOGI GUACU;SP;19;EMEFMARIADIVA@GMAIL.COM;AVENIDA
0;ARY DE OLIVEIRA SEABRA EM;SOROCABA;MUNICIPAL;;RUA JOAO GRANADO;45;CAJURU;18105000;32254100;NULL;;SOROCABA;;;SOROCABA;SP;15;ARYSEABRA@SOROCABA.SP.GOV.BR;AVENIDA
0;CENOBELINO DE BARROS SERRA DR EM;SAO JOSE DO RIO PRETO;MUNICIPAL;;SAUDADE ;3719;VILA SANTA CRUZ;15014020;32345154;32347686;;SAO JOSE DO RIO PRETO;;;SAO JOSE DO RIO PRETO;SP;17;CENOBELINO@IG.COM.BR;AVENIDA
0;JOAO JORGE SABINO DR EM;SAO JOSE DO RIO PRETO;MUNICIPAL;;MARIA ELIAS CURY ;SN;SAO FRANCISCO;15086110;32276721;NULL;;SAO JOSE DO RIO PRETO;;;SAO JOSE DO RIO PRETO;SP;17;NULL;RUA
0;ANTONIO TEIXEIRA MARQUES EM;SAO JOSE DO RIO PRETO;MUNICIPAL;;ARARIGBOIA ;775;VILA ANCHIETA;15050350;32245877;32248719;;SAO JOSE DO RIO PRETO;;;SAO JOSE DO RIO PRETO;SP;17;TEMA.SMEDU@EMPRO.COM.BR;RUA
0;ARLINDO DOS SANTOS DEPUTADO EM;SAO JOSE DO RIO PRETO;MUNICIPAL;;JOAO BATISTA FRANCA MAJOR;100;PARQUE INDUSTRIAL;15025610;32328689;NULL;;SAO JOSE DO RIO PRETO;;;SAO JOSE DO RIO PRETO;SP;17;EMARLINDODOSSANTOS@IG.COM.BR;RUA
0;DERCY DE ANDRADE DE CASTRO PROFA EM;CARAGUATATUBA;MUNICIPAL;;DAS ARARAS;100;DO PORTINHO;11630000;38941757;NULL;;ILHABELA;;;ILHABELA;SP;12;EM-DERCY@ILHABELA.SP.GOV.BR;
0;MERCIA DO NASCIMENTO DIAS PROFA EM;CARAGUATATUBA;MUNICIPAL;;RUA UBATUBA;280;SACO DA CAPELA;11630000;38962698;NULL;;ILHABELA;;;ILHABELA;SP;12;EM-MERCIA@ILHABELA.SP.GOV.BR;AVENIDA
0;SALVADOR ARENA DR EM;CARAGUATATUBA;MUNICIPAL;;RUA BENEDITO MARIANO LEITE;725;BARRA VELHA;11630000;38958755;NULL;;ILHABELA;;;ILHABELA;SP;12;EM-SALVADOR@ILHABELA.SP.GOV.BR;AVENIDA
0;NAIR RIBEIRO DE ALMEIDA PROFESSORA ESCOLA MUNICIPAL;CARAGUATATUBA;MUNICIPAL;;RUA MARIA MADALENA FAUSTINO;870;JUQUEI;11600000;38631627;NULL;;SAO SEBASTIAO;;;SAO SEBASTIAO;SP;12;EMNAIRRIBEIRO@SAOSEBASTIAO.SP.GOV.BR;RUA
0;ANTONIO MONTEIRO NOVO EM;SAO CARLOS;MUNICIPAL;;RUA 24 DE JUNHO;145;CONJUNTO HABITACIONAL MODESTO DE ABREU;13590000;33451514;NULL;;DOURADO;;;DOURADO;SP;16;EMPROGRESSO@DOURADO.SP.GOV.BR;AVENIDA
