TIPO	NOME	DIRETORIA	DEPENDENCIA ADMINISTRATIVA	CEU	ENDERECO	NUMERO	BAIRRO	CEP	TEL1	TEL2	SITUACAO	DISTRITO	LATITUDE	LONGITUDE	CIDADE	ESTADO	DDD	EMAIL	COMPLEMENTO
0	LIDIA MARIA NETTO PEREIRA PROFESSORA CRECHE MUNICIPAL	RIBEIRAO PRETO	MUNICIPAL		RUA SANTA CATARINA	526	JARDIM CRISTINA	14150000	39872304	NULL		SERRANA			SERRANA	SP	16	CRECHELIDIANETTO@SERRANA.SP.GOV.BR	RUA
0	VERA TOSCA M BELLUOMINI PROFA EMEB CRECHE UNIDADE CRECHE	CAPIVARI	MUNICIPAL		RUA JORGE DA CRUZ PEREIRA	SN	JARDIM CARLOS ALDROVANDI	13300000	38165470	NULL		INDAIATUBA			INDAIATUBA	SP	19	CRECHEVERATOSCA1@CASADAPROVIDENCIA.ORG.BR	NULL
0	PIER ANGELA ESCOLA MUNICIPAL DE EDUCACAO BASICA	JUNDIAI	MUNICIPAL		PEDRO PESSINI 	90	JARDIM DO LAGO	13203623	48166217	NULL		JUNDIAI			JUNDIAI	SP	11	NULL	RUA
0	MARINA DE ALMEIDA RINALDI CARVALHO PROFA EMEB	JUNDIAI	MUNICIPAL		ADELINO MARTINS 	913	JARDIM DAS TULIPAS	13212600	45812877	NULL		JUNDIAI			JUNDIAI	SP	11	EMEBMCARVALHO@JUNDIAI.SP.GOV.BR	RUA
0	TEREZA RIVERA DA SILVA CE	CARAPICUIBA	MUNICIPAL		NATAL 	10	PARQUE TURIGUARA	6703303	41488332	NULL		COTIA			COTIA	SP	11	CETEREZARIVERADASILVA@COTIA.SP.GOV.BR	RUA
0	ONDINA MODOLO DORIGUELLO ESC MUN DE ED INFANTIL INTEGRAL	ITU	MUNICIPAL		RUA ANTONIO JOSE BERTOLA	25	RESIDENCIAL MODENA	18520000	33845131	NULL		CERQUILHO			CERQUILHO	SP	15	ONDINA@CERQUILHO.SP.GOV.BR	RUA
0	JULIA GABRIEL EID CRECHE MUNICIPAL	CATANDUVA	MUNICIPAL		RUA NICOLAU LONGHI	428	JARDIM POPULAR	14960000	35421476	NULL		NOVO HORIZONTE			NOVO HORIZONTE	SP	17	DMEC.SECRETARIA@GMAIL.COM	RUA
0	GALDINO RIBEIRO CEL EMEF	MARILIA	MUNICIPAL		RUA  DONA AYDA BAGANHA FERREIRA 	513	CENTRO	17450000	32741390	32741499		GALIA			GALIA	SP	14	EMEFCELGALDINORIBEIRO@YAHOO.COM.BR	AVENIDA
0	RUTH ZAVAGLIA GOMES EMEI	SAO CARLOS	MUNICIPAL		RUA NICOLA HERCOLI	811	JARDIM NOSSA SENHORA APARECIDA	14815000	33434652	33436373		IBATE			IBATE	SP	16	EDUCACAOIBATE@GMAIL.COM	AVENIDA
0	AUGUSTA DONATONI VALERIO DONA EMEI	SAO CARLOS	MUNICIPAL		RUA JOAO FABIANO	232	JARDIM ENCANTO DO PLANALTO	14815000	33435908	NULL		IBATE			IBATE	SP	16	EAUGUSTAIBATE@GMAIL.COM	AVENIDA
0	LUIZA BARBI LUIZAO CENTRO MUNICIPAL DE EDUCACAO INFANTIL	BAURU	MUNICIPAL		AVENIDA A	SN	NOSSA SENHORA APARECIDA	16640000	35831345	NULL		BALBINOS			BALBINOS	SP	14	ADMINISTRACAO@BALBINOS.SP.GOV.BR	RUA
0	JARDIEL LORETTO PREFEITO CEMEB	ARARAQUARA	MUNICIPAL		AVENIDA DOM PEDRO II	344	CENTRO	14830000	33951157	NULL		RINCAO			RINCAO	SP	16	CEMEB.RINCAO@GMAIL.COM	ESTRADA
0	ALBERTO JULIANO SERRA CEMEI	CAMPINAS OESTE	MUNICIPAL		MARIO OLIVO 	516	JARDIM MARACANA	13277540	38493921	NULL		VALINHOS			VALINHOS	SP	19	CEMEIAJSERRA@VALINHOS.SP.GOV.BR	RUA
0	MARIETA GATTI CRECHE MUNICIPAL	PIRAJU	MUNICIPAL		RUA LINDOLPHO CAMARGO ALVES	945	CENTRO	18860000	33891188	NULL		TIMBURI			TIMBURI	SP	14	NULL	RUA
0	DIRCE DA SILVA ESTEFANI ESCOLA MUNICIPAL	SAO JOSE DO RIO PRETO	MUNICIPAL		RUA FUAD DAUD	196	JARDIM DAS PALMEIRAS	15115000	32581377	NULL		BADY BASSITT			BADY BASSITT	SP	17	EM.DIRCE.ESTEFANI@BADYBASSITT.SP.GOV.BR	RUA
0	MARIO BATISTA DE SOUZA SOLDADO (MARIO SOLDADO) EM	SAO JOSE DO RIO PRETO	MUNICIPAL		RUA FERNANDO CORREIA PIRES	480	COLINA SUL II	15115000	32581990	NULL		BADY BASSITT			BADY BASSITT	SP	17	EM.MARIOBATISTA@BADYBASSITT.SP.GOV.BR	RUA
0	ESTHER APARECIDA RODRIGUES DOS SANTOS EM	ITAPECERICA DA SERRA	MUNICIPAL		RUA TIRADENTES	182	CENTRO	6900000	942321107	NULL		EMBU GUACU			EMBU-GUACU	SP	11	PMEG.431266@EMBUGUACU.SP.GOV.BR	RUA
0	ELTON ROCUMBACK DOS SANTOS EM	ITAPECERICA DA SERRA	MUNICIPAL		RUA SEZEFREDO KLEIN DOLL	415	CENTRO	6900000	46645121	NULL		EMBU GUACU			EMBU-GUACU	SP	11	PMEG.431278@EMBUGUACU.SP.GOV.BR	RUA
0	CIME BAIRRO DA AREIA BRANCA	MOGI MIRIM	MUNICIPAL		RODOVIA ENGENHEIRO CONSTANCIO CINTRA SP 360	SN	AREIA BRANCA	13901011	38392221	NULL		AMPARO			AMPARO	SP	19	EMEFAREIABRANCA@AMPARO.SP.GOV.BR	KM 118
0	JUDITH GAZOLI CARRARA PROFESSORA CRECHE	VOTORANTIM	MUNICIPAL		AMALIA GALLAN 	SN	NOVA VOTORANTIM	18113560	32472483	NULL		VOTORANTIM			VOTORANTIM	SP	15	CRECHEJUDITH@HOTMAIL.COM	RUA
44	IRACEMA DE OLIVEIRA PROFA CENTRO DE EDUCACAO COMPLEMENTAR	ITAPETININGA	MUNICIPAL		JOSE MALAVAZI 	47	VILA CARVALHO	18211320	32723287	NULL		ITAPETININGA			ITAPETININGA	SP	15	GESTAOESCOLAR@ITAPETININGA.SP.GOV.BR	RUA
44	DORANDINO VIEIRA CENTRO DE EDUCACAO COMPLEMENTAR	ITAPETININGA	MUNICIPAL		FRANCISCO MATARAZZO CONDE	497	VILA RIO BRANCO	18208100	32723299	NULL		ITAPETININGA			ITAPETININGA	SP	15	GESTAOESCOLAR@ITAPETININGA.SP.GOV.BR	RUA
44	AMELIA CORREA FRANCO MELLO PROFA CEC	ITAPETININGA	MUNICIPAL		JOSE ELYSIO BRAGA DA SILVEIRA 	42	VILA PIEDADE	18210385	32723289	NULL		ITAPETININGA			ITAPETININGA	SP	15	GESTAOESCOLAR@ITAPETININGA.SP.GOV.BR	RUA
0	GICELDA BAENNINGER PROFA CEMEI	JABOTICABAL	MUNICIPAL		PRUDENCIA 	191	PARQUE RESIDENCIAL SANTO ANTONIO	14702146	33439762	NULL		BEBEDOURO			BEBEDOURO	SP	17	CEMEI.GICELDA.BAENNINGER@BEBEDOURO.SP.GOV.BR	RUA
0	APPARECIDA ZACARELLI MOLINARI CEMEI	JABOTICABAL	MUNICIPAL		PEDRO LIBERATO 	155	JARDIM CLAUDIA I	14709006	33435742	33439465		BEBEDOURO			BEBEDOURO	SP	17	CEMEI.APPARECIDAZACARELLI@BEBEDOURO.SP.GOV.BR	ALAMEDA
0	BERNARDINA FERREIRA DE ANDRADE CEMEI	JABOTICABAL	MUNICIPAL		PAULO CESAR FIGUEIREDO 	1458	JARDIM ALVORADA	14706220	33423372	33433001		BEBEDOURO			BEBEDOURO	SP	17	CEMEI.BERNARDINA@BEBEDOURO.SP.GOV.BR	ALAMEDA
0	JOSE CALDEIRA CARDOSO CEMEI	JABOTICABAL	MUNICIPAL		ABILIO FRANCA VALENTE PROFESSOR	111	JARDIM DE LUCIA	14711006	33439249	NULL		BEBEDOURO			BEBEDOURO	SP	17	CEMEIJOSECALDEIRACARDOSO@BEBEDOURO.SP.GOV.BR	RUA
0	JARDIM SANTIAGO ESCOLA MUNICIPAL DE EDUCACAO INFANTIL	SUMARE	MUNICIPAL		RUA PROJETADA	500	JARDIM SANTIAGO	13185000	38453532	38454257		HORTOLANDIA			HORTOLANDIA	SP	19	EMEIJARDIMSANTIAGO@HORTOLANDIA.SP.GOV.BR	RUA
0	IVETE VANICE SILVA CEMEI	JABOTICABAL	MUNICIPAL		DANTE CASSANO 	2736	RESIDENCIAL ANTONIA SANTAELLA	14711351	33433004	NULL		BEBEDOURO			BEBEDOURO	SP	17	CEMEIIVETE@BEBEDOURO.SP.GOV.BR	RUA
0	CEMEI MAESTRO PEDRO PELLEGRINO	JABOTICABAL	MUNICIPAL		PEDRO LOPES 	166	RESIDENCIAL BEBEDOURO	14710032	33439263	NULL		BEBEDOURO			BEBEDOURO	SP	17	CEMEIRESIDENCIALBEBEDOURO@BEBEDOURO.SP.GOV.BR	RUA
0	MARIA LUIZA GALLO FREIRE DE CARVALHO PROFA CEMEI	FERNANDOPOLIS	MUNICIPAL		AVENIDA SAO PAULO	20	JARDIM SANTA CLARA	15650000	38331133	NULL		ESTRELA D OESTE			ESTRELA D'OESTE	SP	17	CEMEI@PMESTRELA.SP.GOV.BR	RUA
0	MARIA THEREZINHA PINHEIRO AVANCINI EMEB	MOGI MIRIM	MUNICIPAL		AVENIDA DOS LIRIOS	20	JARDIM DO SALTO I	13930000	38427336	NULL		SERRA NEGRA			SERRA NEGRA	SP	19	EMEBZAIRAANTUNES@GMAIL.COM	PRACA
0	ALZIRA SILVEIRA PALMA E SILVA PROFESSORA EMEB	MOGI MIRIM	MUNICIPAL		RUA ROBERTO CAZOTTO	171	DOS FRANCOS	13930000	38421485	NULL		SERRA NEGRA			SERRA NEGRA	SP	19	EMEBPALMASILVA2014@GMAIL.COM	PRACA
0	EDSON NUNES MALECKA PROF ESCOLA DA PREFEITURA DE GUARULHOS	GUARULHOS NORTE	MUNICIPAL		AVENIDA LUIZ GONZAGA DO NASCIMENTO	SN	JARDIM PONTE ALTA II	7179701	24381404	24399692		GUARULHOS SUL			GUARULHOS	SP	11	NULL	AVENIDA
0	SOSSEGO DA MAMAE CENTRO DE EDUCACAO INFANTIL	ANDRADINA	MUNICIPAL		RUA AFONSO PENA	SN	CENTRO	15390000	37451105	NULL		ITAPURA			ITAPURA	SP	18	CEI@ITAPURA.SP.GOV.BR	RUA
0	FRANCISCO DANIEL TRIVINHO PROF EM	DIADEMA	MUNICIPAL		LAURO MICHELS 	30	CENTRO	9911140	40448598	NULL		DIADEMA			DIADEMA	SP	11	EMDANIELTRIVINHO@EDUCACAO.DIADEMA.SP.GOV.BR	PRACA
0	FABIOLA DE LIMA GOYANO PROFA EM	DIADEMA	MUNICIPAL		ANTONIO SYLVIO CUNHA BUENO 	34	INAMAR	9970160	NULL	NULL		DIADEMA			DIADEMA	SP	NULL	EMEB.FABIOLALIMA@DIADEMA.SP.GOV.BR	AVENIDA
0	CEMEI MARIA JOSEFA ROBLES MARTINEZ BALESTERO	FERNANDOPOLIS	MUNICIPAL		SAO PAULO	2015	CENTRO	15670000	36397138	NULL		POPULINA			POPULINA	SP	17	ANAEMEIFPROFGERALDOBRANDINI@HOTMAIL.COM	
0	BALAO AZUL CRECHE MUNICIPAL	BRAGANCA PAULISTA	MUNICIPAL		RUA PAULO AMERI	101	CENTRO	12995000	NULL	NULL		PINHALZINHO			PINHALZINHO	SP	NULL	NULL	
0	MARIA ISABEL BARBOSA NEGRAO ESCOLA MUNICIPAL	PRESIDENTE PRUDENTE	MUNICIPAL		MAURILIO FERNANDES 	496	CONJUNTO HABITACIONAL ANA JACINTA	19064190	39065817	NULL		PRESIDENTE PRUDENTE			PRESIDENTE PRUDENTE	SP	18	MIBNEGRAO@PRESIDENTEPRUDENTE.SP.GOV.BR	RUA
44	CAMBUCA ESTAB MUN PARA COMPLEMENTACAO EDUC PROJETO	SAO VICENTE	MUNICIPAL		RUA FLORIDES MENEZES DA SILVA	SN	ESTANCIA SUICA	11740000	34278452	NULL		ITANHAEM			ITANHAEM	SP	13	EM.PEDRINAPOMPEUBASTOS@HOTMAIL.COM	RUA
44	CASA DA CRIANCA ESTAB MUN PARA COMPLEMENTACAO ED PROJETO	SAO VICENTE	MUNICIPAL		RUA ESTANISLAU GERONIMO	953	JARDIM OASIS	11740000	34226111	NULL		ITANHAEM			ITANHAEM	SP	13	CAETANODELIMA@HOTMAIL.COM	RUA
44	FLORES DA MATA COMPLEMENTACAO EDUCACIONAL	SAO VICENTE	MUNICIPAL		AVENIDA 31 DE MARCO	338	VILA SAO PAULO	11740000	34227929	NULL		ITANHAEM			ITANHAEM	SP	13	EM.LIDIAMARTHA@ITELEFONICA.COM.BR	RUA
44	LUGAR DO SOL COMPLEMENTACAO EDUCACIONAL	SAO VICENTE	MUNICIPAL		AVENIDA CONDESSA DE VIMIEIROS	1131	CENTRO	11740000	34211700	NULL		ITANHAEM			ITANHAEM	SP	13	EMLEONOR1@HOTMAIL.COM	RUA
0	ATILA FERREIRA VAZ DR EM	DIADEMA	MUNICIPAL		BADEJO 	70	ELDORADO	9972030	40496833	NULL		DIADEMA			DIADEMA	SP	11	EMEB.ATILAFERREIRA@DIADEMA.SP.GOV.BR	RUA
0	JOSE MARTINS DA SILVA DR EM	DIADEMA	MUNICIPAL		GUATAMBUS 	69	ELDORADO	9973270	NULL	NULL		DIADEMA			DIADEMA	SP	NULL	EMEB.JOSEMARTINS@DIADEMA.SP.GOV.BR	RUA
0	ROBERTO SOTOVIA EMEB	ITU	MUNICIPAL		AVENIDA SAO PAULO	SN	JARDIM DA SERRA	18530000	32827013	NULL		TIETE			TIETE	SP	15	EMEBRSOTOVIA@TIETE.SP.GOV.BR	RUA
0	ANTONIO JOAO NASTARO EMEB	ITU	MUNICIPAL		BAIRRO CONCEICAO	SN	BAIRRO CONCEICAO	18530000	32823299	NULL		TIETE			TIETE	SP	15	EMEBJNASTARO@TIETE.SP.GOV.BR	RUA
0	DENISE ELIZABETH FAULBORN DENARDI PROFA CEIM	LIMEIRA	MUNICIPAL		RUA ANGELINA CATOIA ALVES	SN	JARDIIM ANTONIO J FAGUNDES	13495000	34561501	34565268		IRACEMAPOLIS			IRACEMAPOLIS	SP	19	CEIMPROFDENISE@YAHOO.COM.BR	PRACA
0	HERMINIO DOS SANTOS LAGES EM	ITARARE	MUNICIPAL		RUA BRASILIO DE ARAUJO MIRANDA	3165	JARDIM COMODORO	18460000	35324439	NULL		ITARARE			ITARARE	SP	15	EMHERMINIO@ITARARE.SP.GOV.BR	RUA
0	JOSELIA ROCHA DE MORAES FERREIRA EM	ITARARE	MUNICIPAL		RUA TAMOIOS	265	CRUZEIRO	18460000	35311019	NULL		ITARARE			ITARARE	SP	15	EMJOSELIA@ITARARE.SP.GOV.BR	RUA
0	ESMERALDA DOS SANTOS NOVAES PROFA ESCOLA MUNICIPAL	SAO VICENTE	MUNICIPAL		SAVERIO FITTIPALDI 	100	QUIETUDE	11718180	34965348	NULL		PRAIA GRANDE			PRAIA GRANDE	SP	13	EM.ESMERALDA@PRAIAGRANDE.SP.GOV.BR	RUA
0	SEBASTIAO TAVARES DE OLIVEIRA ESCOLA MUNICIPAL	SAO VICENTE	MUNICIPAL		SAVERIO FITTIPALDI 	50	QUIETUDE	11718180	34965410	NULL		PRAIA GRANDE			PRAIA GRANDE	SP	13	EM.SEBASTIAO@PRAIAGRANDE.SP.GOV.BR	RUA
0	SANDRA APARECIDA DOS SANTOS TEBERGA PROFESSORA EMEI	GUARATINGUETA	MUNICIPAL		PRACA PADRE JOSE MARCHETTI	10	FREI GALVAO	12525000	31121239	NULL		POTIM			POTIM	SP	12	NULL	PRACA
44	HUGO BELEZIA PROF ESCOLA MUNICIPAL DE FORMACAO MUSICAL	ITAPEVA	MUNICIPAL		QUINTINO BOCAIUVA 	205	CENTRO	18400440	35218709	NULL		ITAPEVA			ITAPEVA	SP	15	ESCOLADEMUSICA@ITAPEVA.SP.GOV.BR	RUA
0	ROBERTO AFONSO PONTES EMEI	RIBEIRAO PRETO	MUNICIPAL		AREALVA 	SN	JARDIM SALGADO FILHO	14078310	36286125	NULL		RIBEIRAO PRETO			RIBEIRAO PRETO	SP	16	RPONTES@EDUCACAO.PMRP.COM.BR	RUA
0	SEMENTINHA DA VIDA CRECHE MUNICIPAL	JOSE BONIFACIO	MUNICIPAL		RUA AMADEU TORRES LOPES	651	CENTRO	15260000	36951135	NULL		PLANALTO			PLANALTO	SP	18	CRECHE.PLANALTO@HOTMAIL.COM	AVENIDA
0	SIOMARA DONA CRECHE MUNICIPAL	GUARATINGUETA	MUNICIPAL		RUA FRANCISCO DE PAULA	SN	ALTO DA IGREJA	12800000	31471480	NULL		QUELUZ			QUELUZ	SP	12	NULL	RUA
0	CICERA BENEVIDES DOS SANTOS SILVA ESCOLA MUNICIPAL	MAUA	MUNICIPAL		LISBOA 	279	BARRO BRANCO	9407230	48235881	NULL		RIBEIRAO PIRES			RIBEIRAO PIRES	SP	11	NULL	RUA
0	MARIA THEREZA FUMAGALLI EMEI	NORTE 1	MUNICIPAL		VALE DO LUAR 	SN	VILA BRASILANDIA	2820040	39726007	39726008		JARAGUA			SAO PAULO	SP	11	EMEIMARIATFUMAGALLI@PREFEITURA.SP.GOV.BR	RUA
0	MOISES ELIAS DE SOUZA TENENTE EMEF	NORTE 1	MUNICIPAL		CANTIDIO SAMPAIO DEPUTADO	SN	VILA SOUZA	2860001	NULL	NULL		JARAGUA			SAO PAULO	SP	  	EMEFMOISESELIAS@PREFEITURA.SP.GOV.BR	AVENIDA
0	IDETTE DE LOURDES FRIAS COUTO PROFESSORA EMEI	CATANDUVA	MUNICIPAL		COLINA 	1000	PARQUE GLORIA II	15807210	35237135	NULL		CATANDUVA			CATANDUVA	SP	17	IDETTE.DIRECAO@CATANDUVA.SP.GOV.BR	RUA
44	ATIVIDADES NAUTICAS E DE PRAIA NUCLEO DE COMPL EDUCACIONAL	SAO VICENTE	MUNICIPAL		PAULO SERGIO GARCIA 	SN	SITIO DO CAMPO	11726010	NULL	NULL		PRAIA GRANDE			PRAIA GRANDE	SP	NULL	SEDUC.ESPORTECULTURA@PRAIAGRANDE.SP.GOV.BR	RUA
44	GINASIO DO FORTE NUCLEO DE COMPLEMENTACAO EDUCACIONAL DO	SAO VICENTE	MUNICIPAL		RIO BRANCO 	640	CANTO DO FORTE	11700200	34962350	NULL		PRAIA GRANDE			PRAIA GRANDE	SP	13	SEDUC.ESPORTECULTURA@PRAIAGRANDE.SP.GOV.BR	AVENIDA
44	PISCINA MUNICIPAL NUCLEO DE COMPLEMENTACAO EDUCACIONAL DO	SAO VICENTE	MUNICIPAL		GILBERTO FOUAD BECK 	SN	MIRIM	11705040	NULL	NULL		PRAIA GRANDE			PRAIA GRANDE	SP	NULL	SEDUC.ESPORTECULTURA@PRAIAGRANDE.SP.GOV.BR	RUA
44	GINASIO SAMAMBAIA NUCLEO DE COMPLEMENTACAO EDUCACIONAL DO	SAO VICENTE	MUNICIPAL		MARIA CAVALCANTE DA SILVA 	10	SAMAMBAIA	11712560	NULL	NULL		PRAIA GRANDE			PRAIA GRANDE	SP	NULL	SEDUC.ESPORTECULTURA@PRAIAGRANDE.SP.GOV.BR	AVENIDA
44	PISTA DE ATLETISMO NUCLEO DE COMPLEMENTACAO EDUCACIONAL DA	SAO VICENTE	MUNICIPAL		JOSE BONIFACIO 	SN	SITIO DO CAMPO	11725420	NULL	NULL		PRAIA GRANDE			PRAIA GRANDE	SP	NULL	NULL	RUA
44	MAGIC PAULA NUCLEO DE COMPLEMENTACAO EDUCACIONAL	SAO VICENTE	MUNICIPAL		AVENIDA DO TRABALHADOR	SN	BOQUEIRAO	11724190	NULL	NULL		PRAIA GRANDE			PRAIA GRANDE	SP	NULL	SEDUC.ESPORTECULTURA@PRAIAGRANDE.SP.GOV.BR	AVENIDA
44	GINASIO DO RODRIGAO NUCLEO DE COMPLEMENTACAO EDUCACIONAL DO	SAO VICENTE	MUNICIPAL		KENNEDY PRESIDENTE	5563	OCIAN	11704100	34711216	34965425		PRAIA GRANDE			PRAIA GRANDE	SP	13	SEDUC.ESPORTECULTURA@PRAIAGRANDE.SP.GOV.BR	AVENIDA
0	PARQUE DO LAGO CEMEI	SUL 2	MUNICIPAL		AVARIS 	SN	PARQUE DO LAGO	4944120	55170421	55171367		JARDIM ANGELA			SAO PAULO	SP	11	NULL	RUA
0	ORLANDO CASSARO EMEF	MARILIA	MUNICIPAL		ANTONIO ROSA	28	CENTRO	17580000	34052817	NULL		PAULOPOLIS			POMPEIA	SP	14	ORLANDOCASSARO@POMPEIA.SP.GOV.BR	RUA
0	EMEB GENI PIRES DA SILVA	BOTUCATU	MUNICIPAL		AVENIDA 03 DE MAIO	1865	VILA NOVA CESARIO LANGE	18285000	32463186	NULL		CESARIO LANGE			CESARIO LANGE	SP	15	GENI@EDU.CESARIOLANGE.SP.GOV.BR	PRACA
0	RITA SCHLITHLER DE MATTOS DRA EMEB	JABOTICABAL	MUNICIPAL		RUA INOCENCIO FERRAZ DE ARRUDA	51	JARDIM JAQUELINE	15910000	32432762	NULL		MONTE ALTO			MONTE ALTO	SP	16	EMEBRITA@MONTEALTO.SP.GOV.BR	AVENIDA
0	HELINA COUTINHO LOURENCO ALVES PROFESSORA EMEF	LESTE 3	MUNICIPAL		ARROIO SARANDI 	SN	CONJUNTO HABITACIONAL SANTA ETELVINA III	8485460	25166289	NULL		CIDADE TIRADENTES			SAO PAULO	SP	11	EMEFHELINACOUTINHO@PREFEITURA.SP.GOV.BR	RUA
0	CELIA REGINA ANDERY BRAGA PROFESSORA EMEF	LESTE 3	MUNICIPAL		HENRIQUE ADAMUS 	15	JARDIM AUREA	8421107	25182728	NULL		CIDADE TIRADENTES			SAO PAULO	SP	11	EMEFCELIAANDERY@PREFEITURA.SP.GOV.BR	RUA
0	BARTOLOMEU CAMPOS DE QUEIROS EMEF	LESTE 4	MUNICIPAL		VILANOVA ARTIGAS ARQUITETO	1471	CONJUNTO HABITACIONAL TEOTONIO VILELA	3928240	27026842	NULL		SAPOPEMBA			SAO PAULO	SP	11	EMEFBARTOLOMEUCQUEIROS@PREFEITURA.SP.GOV.BR	AVENIDA
0	JARDIM PREMIANO EMEI	LESTE 3	MUNICIPAL		RUA DO PROGRESSO	SN	JARDIM MARILU	8371410	NULL	NULL		IGUATEMI			SAO PAULO	SP	NULL	NULL	AVENIDA
0	PARQUE COCAIA II EMEI	SUL 3	MUNICIPAL		JOSE JULIO MENDES 	120	PARQUE COCAIA	4850140	59322120	NULL		GRAJAU			SAO PAULO	SP	11	EMEICOCAIA@PREFEITURA.SP.GOV.BR	RUA
0	MARIA APARECIDA MAGNANELLI FERNANDES PROFA EMEF	LESTE 3	MUNICIPAL		SILVIO CALDAS 	SN	JARDIM WILMA FLOR	8473463	20166058	NULL		CIDADE TIRADENTES			SAO PAULO	SP	11	EMEFMAMFERNANDES@PREFEITURA.SP.GOV.BR	TRAVESSA
0	MARCUS VINICIUS DA SILVA BATISTA EMEB	CAIEIRAS	MUNICIPAL		RUA DAS QUARESMEIRAS	249	PARQUE SAO ROBERTO I	7787010	44475785	NULL		JORDANESIA			CAJAMAR	SP	11	EMEBMARCUSVINICIUS@CAJAMAR.SP.GOV.BR	NULL
0	ANTONIO DE MATTOS BARROS CENTRO EDUCACIONAL	PINDAMONHANGABA	MUNICIPAL		RUA 18	351	JARDIM ALBERTO RONCONI	12120000	36723557	NULL		TREMEMBE			TREMEMBE	SP	12	AMBARROS@TREMEMBE.SP.GOV.BR	RUA
0	BENEDITO MONTEIRO CRECHE MUNICIPAL	RIBEIRAO PRETO	MUNICIPAL		RUA JOVENIL VIEIRA DOS SANTOS	135	JARDIM DAS ROSAS	14150000	34891648	NULL		SERRANA			SERRANA	SP	16	CRECHEBENEDITOMONTEIRO@SERRANA.SP.GOV.BR	RUA
0	PASSINHOS DO SABER CRECHE MUNICIPAL	BRAGANCA PAULISTA	MUNICIPAL		PRACA NOSSA SENHORA APARECIDA	SN	VARGEM GRANDE	12995000	48961002	NULL		PINHALZINHO			PINHALZINHO	SP	11	NULL	
0	ORLANDO SEBASTIAO DA SILVA VEREADOR CRECHE	JUNDIAI	MUNICIPAL		NICARAGUA 	295	JARDIM AMERICA	13231210	40385357	NULL		CAMPO LIMPO PAULISTA			CAMPO LIMPO PAULISTA	SP	11	CRECHEAMERICA@GMAIL.COM	RUA
0	ALCEU MAROZI RIGHETTO PROFESSOR ESCOLA MUNICIPAL	PIRACICABA	MUNICIPAL		MARINS 	200	GLEBA CALIFORNIA	13403151	34351488	NULL		PIRACICABA			PIRACICABA	SP	19	EM.ALCEURIGHETTO@PIRACICABA.SP.GOV.BR	AVENIDA
0	MARIO COVAS GOVERNADOR EMEB	SAO JOAO DA BOA VISTA	MUNICIPAL		RUA FLOR DE LIZ	40	JARDIM PRIMAVERA	13995000	36541462	NULL		SANTO ANTONIO DO JARDIM			SANTO ANTONIO DO JARDIM	SP	19	NUCLEO@JARDIM-NET.COM.BR	RUA
0	CRECHE EMEI MADRE TERESA DE CALCUTA	ITU	MUNICIPAL		RUA JULIO CESAR  EYMAEL	253	JARDIM EUROPA	13308463	40196357	NULL		ITU			ITU	SP	11	CRECHETERESACALCUTA@HOTMAIL.COM	RUA
0	DOMINGOS DE MARCO PROF EMEF	ITU	MUNICIPAL		RUA GESSIA OLIVEIRA MORAES LISBOA	SN	BEPIM	18540000	32621091	32624901		PORTO FELIZ			PORTO FELIZ	SP	15	EMEF.DOMINGOS@PORTOFELIZ.SP.GOV.BR	ESTRADA
0	FLAVIA ELSIE FERRARI LIMA PROFA EMEI	ITAPEVA	MUNICIPAL		TEOFILO DAVID MUZEL 	154	VILA OPHELIA	18400816	35221337	NULL		ITAPEVA			ITAPEVA	SP	15	NULL	RUA
0	LENI MARIANO SA LIMA EMEI	ITAPEVA	MUNICIPAL		RUA LUCRECIO DE ALMEIDA LEITE 	765	BAIRRO DE CIMA	18404514	35217333	NULL		ITAPEVA			ITAPEVA	SP	15	EMEILENY@ITAPEVA.SP.GOV.BR	RUA
0	JUDITH CELIA CEZAR FREDI PROFA NUCLEO ED INFANTIL	OURINHOS	MUNICIPAL		RUA CURITIBA	176	JARDIM PLANALTO	18960000	33461072	33461310		BERNARDINO DE CAMPOS			BERNARDINO DE CAMPOS	SP	14	EDUCACAOBC@HOTMAIL.COM	RUA
0	LUIZ GONZAGA FERREIRA EMEI	BRAGANCA PAULISTA	MUNICIPAL		TRAVESSA BELGICA	SN	PARQUE HORTENSIA II	12955000	48911314	NULL		BOM JESUS DOS PERDOES			BOM JESUS DOS PERDOES	SP	11	EMEILUIZGONZAGA@GMAIL.COM	RUA
36	MARIA APARECIDA BUZACHERO BANDEIRA EMEIEF	ANDRADINA	MUNICIPAL		ASSENTAMENTO NOSSA SENHORA APARECIDA	SN	BURITI	16920000	97864774	NULL		CASTILHO			CASTILHO	SP	18	EMEIEFMARIAAPARECIDA@HOTMAIL.COM	AVENIDA
44	ESPACO AMIGO ESCOLA MUNICIPAL DE PERIODO COMPLEMENTAR	BARRETOS	MUNICIPAL		RUA FIRMINO FERREIRA LUZ	828	LARGO DO ROSARIO	15420000	38157173	NULL		GUARACI			GUARACI	SP	17	ESPACOAMIGO2012@HOTMAIL.COM	RUA
0	JOSE BENEDITO DOS SANTOS EM	JACAREI	MUNICIPAL		RUA CAPITAO ALBERTO WEISSOHN	328	CENTRO	8900000	46952776	NULL		GUARAREMA			GUARAREMA	SP	11	MARIA.BRAGA@GUARAREMA.SP.GOV.BR	AVENIDA
